Work Year,Job Category,Job Title,Experience Level,Employment Type,Salary in USD,Work Setting,Company Location,Employee Residence,Company Size
2023,Data Science and Research,Applied Scientist,Senior,Full-time,309400,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,159100,In-person,United States,United States,L
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,267000,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,205000,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,147100,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,90700,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,115000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,72000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,169000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,110600,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,67672,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Senior,Full-time,67672,In-person,United Kingdom,United Kingdom,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,185000,In-person,United States,United States,L
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,79600,In-person,United States,United States,L
2023,Data Engineering,Data Engineer,Senior,Full-time,165000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,141000,In-person,United States,United States,M
2023,Data Engineering,Cloud Data Engineer,Entry-level,Full-time,177177,Remote,United Kingdom,United Kingdom,L
2023,Data Science and Research,Data Scientist,Senior,Full-time,240000,In-person,United States,United States,S
2023,Data Science and Research,Data Scientist,Senior,Full-time,142000,In-person,United States,United States,S
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Contract,180000,Remote,United States,United States,S
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Contract,105000,Remote,United States,United States,S
2023,Data Analysis,Data Analyst,Entry-level,Full-time,80000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,60000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,268000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,180000,Remote,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Mid-level,Full-time,144628,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Mid-level,Full-time,115702,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,144000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,132000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,106400,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Senior,Full-time,81800,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Senior,Full-time,134200,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Senior,Full-time,103200,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Senior,Full-time,110000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,93500,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,208200,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,151200,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,240000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,180000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,270000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,220000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,194500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,115500,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,225000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,156400,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,140000,Remote,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Senior,Full-time,100000,Remote,United Kingdom,United Kingdom,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,193600,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,119700,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,225000,In-person,France,France,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,199000,In-person,France,France,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,50000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Entry-level,Full-time,40000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,185900,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,129300,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,120000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,95000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,98432,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,55368,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,225000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,156400,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineering Manager,Senior,Full-time,399880,Hybrid,United Kingdom,United Kingdom,L
2023,Data Engineering,Data Engineer,Entry-level,Full-time,41027,Remote,Spain,Spain,L
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,155000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,100000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,85000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,65000,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,280100,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,168100,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,200000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,120000,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,185000,In-person,United States,United States,L
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,79600,In-person,United States,United States,L
2023,Data Engineering,Data Engineer,Senior,Full-time,149040,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,113900,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,240000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,180000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,165000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,145000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,165000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Senior,Full-time,145000,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,274450,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,199600,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,83500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,52500,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Developer,Senior,Full-time,140000,Remote,Canada,Canada,M
2023,BI and Visualization,Business Intelligence Developer,Senior,Full-time,76500,Remote,Canada,Canada,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,48585,In-person,Spain,Spain,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,38868,In-person,Spain,Spain,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,306000,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,204000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,204500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,142200,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,185900,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,129300,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,136000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,104000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,115000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,81500,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Mid-level,Full-time,280000,Hybrid,United Kingdom,United Kingdom,L
2023,Data Science and Research,Data Scientist,Executive,Full-time,250000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Executive,Full-time,180000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,100000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,70000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,100000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,70000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,240000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,157000,Remote,United States,United States,M
2023,Data Science and Research,Applied Scientist,Senior,Full-time,222200,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,204500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,142200,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,140700,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,109600,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,278000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,173000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,110000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,95000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,305000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,160000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,175000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,125000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,155000,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Senior,Full-time,120000,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Senior,Full-time,85000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,80000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Entry-level,Full-time,24000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Infrastructure Engineer,Senior,Full-time,165400,In-person,United Kingdom,United Kingdom,M
2023,Machine Learning and AI,Machine Learning Infrastructure Engineer,Senior,Full-time,127300,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Applied Scientist,Senior,Full-time,260000,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,259000,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,138750,In-person,United States,United States,M
2023,Data Science and Research,Decision Scientist,Senior,Full-time,185900,In-person,United States,United States,M
2023,Data Science and Research,Decision Scientist,Senior,Full-time,129300,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,273400,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,182200,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,192000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,178000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,218000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,85000,Remote,United States,United States,M
2023,Data Management and Strategy,Data Specialist,Senior,Full-time,132000,In-person,United States,United States,M
2023,Data Management and Strategy,Data Specialist,Senior,Full-time,71500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,252000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,129000,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,215050,In-person,United States,United States,M
2023,Leadership and Management,Analytics Engineer,Senior,Full-time,113100,In-person,United States,United States,M
2023,Data Science and Research,Applied Scientist,Senior,Full-time,260000,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,Data Science and Research,Data Scientist,Senior,Full-time,218000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,85000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,130000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,85000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,250000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,200000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,220000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,170000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,145000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,115000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,184000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,123000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,75000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,65000,Remote,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,168400,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,90700,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,185900,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,129300,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,258000,In-person,Canada,Canada,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,190000,In-person,Canada,Canada,M
2023,Data Analysis,Data Analyst,Senior,Full-time,169000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,110600,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,80000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,70000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,136505,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,100895,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,200000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,150000,Remote,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,202800,In-person,United States,United States,L
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,104300,In-person,United States,United States,L
2023,Data Engineering,Data Engineer,Senior,Full-time,275300,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,183500,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,168400,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,105200,In-person,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Mid-level,Full-time,240000,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Mid-level,Full-time,150000,Remote,United States,United States,M
2023,Leadership and Management,Data Manager,Mid-level,Full-time,130000,In-person,United States,United States,M
2023,Leadership and Management,Data Manager,Mid-level,Full-time,120000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,93000,Remote,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,248100,In-person,United States,United States,M
2023,Data Science and Research,Applied Scientist,Senior,Full-time,145900,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,177000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,118000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,120350,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,74400,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,190000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,120000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,237400,In-person,United Kingdom,United Kingdom,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,132870,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,248100,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,145900,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,170000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,125000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,105000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,90000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,317070,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,170730,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,170000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Mid-level,Full-time,125000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,158700,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,123906,In-person,United States,United States,M
2023,Data Science and Research,Applied Scientist,Senior,Full-time,222200,In-person,United States,United States,L
2023,Data Science and Research,Applied Scientist,Senior,Full-time,136000,In-person,United States,United States,L
2023,Data Engineering,Data Engineer,Senior,Full-time,166000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,128000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,80976,Remote,Spain,Spain,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,66940,Remote,Spain,Spain,M
2023,Data Engineering,Data Engineer,Executive,Full-time,333500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,180500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,242921,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,170045,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,248100,In-person,United States,United States,M
2023,Data Science and Research,Research Scientist,Senior,Full-time,145900,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,92280,Remote,United Kingdom,United Kingdom,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,76284,Remote,United Kingdom,United Kingdom,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,225000,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Engineer,Senior,Full-time,156400,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,257400,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Executive,Full-time,210600,Remote,United States,United States,M
2023,Data Quality and Operations,Data Operations Specialist,Mid-level,Full-time,65000,In-person,United States,United States,M
2023,Data Quality and Operations,Data Operations Specialist,Mid-level,Full-time,50000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,293000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,180000,In-person,United States,United States,M
2023,Data Science and Research,Director of Data Science,Executive,Full-time,260000,Remote,United States,United States,M
2023,Data Science and Research,Director of Data Science,Executive,Full-time,192000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Mid-level,Full-time,170000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Scientist,Mid-level,Full-time,125000,In-person,United States,United States,M
2023,Data Analysis,Business Intelligence Data Analyst,Entry-level,Full-time,99000,Remote,United States,United States,L
2023,Data Analysis,Data Analyst,Senior,Full-time,130000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,100000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,233000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,166000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,185100,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,127600,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,105000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,80000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Executive,Full-time,160000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Executive,Full-time,55000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,241000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,163000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,120000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Mid-level,Full-time,90000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,218000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,118000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,210000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,168000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,311000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,162540,In-person,United States,United States,M
2023,Data Analysis,Insight Analyst,Mid-level,Full-time,51676,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Insight Analyst,Mid-level,Full-time,43064,In-person,United Kingdom,United Kingdom,M
2023,Data Science and Research,Data Scientist,Executive,Full-time,258750,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Executive,Full-time,185000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Executive,Full-time,225000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Executive,Full-time,145000,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,226600,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,140100,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,48585,In-person,Spain,Spain,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,38868,In-person,Spain,Spain,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,190000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,165000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,175000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,160000,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,247500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,172200,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,247500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,172200,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,153600,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,106800,In-person,United States,United States,M
2023,BI and Visualization,Business Intelligence Developer,Senior,Full-time,140000,In-person,Canada,Canada,M
2023,BI and Visualization,Business Intelligence Developer,Senior,Full-time,76500,In-person,Canada,Canada,M
2023,Data Engineering,ETL Developer,Senior,Full-time,182850,Remote,United States,United States,M
2023,Data Engineering,ETL Developer,Senior,Full-time,113000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,150000,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,120000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,105000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,95000,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,306000,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,204000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,160000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,135000,Remote,United States,United States,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,104584,In-person,United Kingdom,United Kingdom,M
2023,Data Architecture and Modeling,Data Architect,Senior,Full-time,92280,In-person,United Kingdom,United Kingdom,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,126000,In-person,United States,United States,M
2023,Data Analysis,Data Analyst,Mid-level,Full-time,86400,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,232760,Remote,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,169280,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,136000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,104000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,185900,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,129300,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,168000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,130000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,185900,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,129300,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,162500,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Mid-level,Full-time,130000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,240350,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,174800,Remote,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,247500,In-person,United States,United States,M
2023,Machine Learning and AI,Machine Learning Engineer,Senior,Full-time,172200,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,154000,In-person,United States,United States,M
2023,Data Engineering,Data Engineer,Senior,Full-time,116000,In-person,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,168000,Remote,United States,United States,M
2023,Data Science and Research,Data Scientist,Senior,Full-time,130000,Remote,United States,United States,M
2023,Data Analysis,Data Analyst,Senior,Full-time,153600,Remote,United States,United States,M
